Simulacion,cantidad_individuos,p_mutacion,cantidad_maxima_generaciones,tiempo_maximo,p_optimizacion_deterministica,probabilidad_saltar_periodo,peso_seleccion_paso,peso_seleccion_demanda,peso_mover_periodo,peso_cambiar_task,intentos_mutacion,probabilidad_reducir,probabilidad_completo,Generacion 0,Generacion 1,Generacion 2,Generacion 3,Generacion 4,Generacion 5,Generacion 6,Generacion 7,Generacion 8,Generacion 9,Generacion 10,Valor_Incumbente,Hubo_Mejora,Porc_Mejora_Aptitud
40,10,0.01,10,3600,1.0,0.05,1,2,1,1,2,0.66,0.33,967.492630554,965.0360169576,969.6910985842,972.9960213861999,968.9152259758,984.364191731,1002.0321391138001,998.3567665070001,998.4590329914001,1007.6783213954001,1013.4154315268,974.888463312,False,0.04746578890890773
41,10,0.01,10,3600,0.0,0.05,1,2,1,1,10,0.66,0.33,963.3543285747999,958.7711321718,971.3792973038001,977.844732734,977.1672758432,990.4705718294001,994.9904944214001,999.0523602848,993.3804395564,989.26533041,994.3181618364,963.394118328,False,0.032141686961025526
42,10,0.01,10,3600,1.0,0.05,1,2,1,1,10,0.66,0.33,967.492630554,970.738763583,978.1759664686,988.7407106292,988.2686468584,997.8901557096,992.0153664652,994.5154681074,991.027832419,993.4920300258,991.8040961744,981.0558547,False,0.02512832124259065
43,10,0.01,10,3600,0.0,0.05,1,2,1,1,1,0.66,0.66,968.1175638651999,967.1298487402,966.9938859968,984.2478608253999,977.2998807390001,991.8399045166,1011.173570446,1007.9102366552,1011.0184271934,1001.4347114422001,994.887122378,954.906904698,False,0.027651144356810153
44,10,0.01,10,3600,1.0,0.05,1,2,1,1,1,0.66,0.66,966.3101829323999,967.9107861234,972.7045018032001,982.8379115492,978.9763928438,991.404613406,990.2599812828,989.2319752651999,993.9845711804,993.8096030424,990.062232386,980.8292366759999,False,0.02458015021793649
45,10,0.01,10,3600,0.0,0.05,1,2,1,1,2,0.66,0.66,971.9942776136,968.723097266,968.6663803904,967.908111385,976.7783105808,979.4062588503999,978.2383249971999,967.475611633,971.9072942939999,979.9030990276,971.2197304624,942.783230686,True,-0.0007968639003736767
46,10,0.01,10,3600,1.0,0.05,1,2,1,1,2,0.66,0.66,968.1175638651999,968.472664779,965.1404548978,965.8631109841999,966.4662696968,973.2062240335999,992.6109061249999,990.7077363648001,981.3925661562,980.2862353124001,987.0097211946,954.465703784,False,0.019514321436307127
47,10,0.01,10,3600,0.0,0.05,1,2,1,1,10,0.66,0.66,963.3543285747999,958.7711321718,971.3792973038001,977.844732734,977.1672758432,990.4705718294001,994.9904944214001,999.0523602848,993.3804395564,989.26533041,994.3181618364,963.394118328,False,0.032141686961025526
48,10,0.01,10,3600,1.0,0.05,1,2,1,1,10,0.66,0.66,968.1175638651999,968.3229530166,967.6893613402001,980.7029147582,982.0457437414,985.7656470640001,989.3930064708,991.837925423,984.8810814947999,994.2904310878,986.3930370423999,961.768779754,False,0.018877328394121172
49,10,0.01,10,3600,0.0,0.05,1,4,1,1,1,0.33,0.33,963.7549978102,958.2443752515999,969.6770478634,976.3737952092,989.96570066,986.8432504248,989.5144805665999,993.3640263584,1006.1241782714,999.8592213714,997.2207932072,964.494867824,False,0.03472438064968733
50,10,0.01,10,3600,1.0,0.05,1,4,1,1,1,0.33,0.33,963.7549978102,958.1506247466001,970.0638625304,978.9369665812001,974.3661687833999,978.351722189,973.2427960090001,977.8880800452,988.6114251746,993.2653378299999,989.1514051301999,961.54243657,False,0.02635151815316592
51,10,0.01,10,3600,0.0,0.05,1,4,1,1,2,0.33,0.33,967.6408842694,977.3007660753999,971.9397541321999,983.4115329562001,983.0879227884,993.16285775,990.337252318,996.6227307492,992.3210661467999,983.6995369455999,976.9499623144,967.11358407,False,0.009620385203162052
52,10,0.01,10,3600,1.0,0.05,1,4,1,1,2,0.33,0.33,959.0971973168,960.229824844,951.173933249,964.4624936568,967.5787802248,966.6937389638,970.4942109322001,960.9951074156,962.0298004966,964.8507295568,968.7782609384,951.309813334,False,0.010093933804294278
53,10,0.01,10,3600,0.0,0.05,1,4,1,1,10,0.33,0.33,959.0971973168,965.2917437878001,979.9468295698,988.6788750616,989.0849806800001,988.225242803,986.5435373427999,991.808128179,994.1640908612001,986.8051639706,983.3667669136,967.857922876,False,0.025304598600326755
54,10,0.01,10,3600,1.0,0.05,1,4,1,1,10,0.33,0.33,957.615163015,955.4752216826,961.5799617053999,972.1998128454001,977.6518316662001,978.7878438884,977.349724051,974.1876366643999,977.8993131806001,990.4205255364001,982.4345952563999,968.872749582,False,0.025917960784222815
55,10,0.01,10,3600,0.0,0.05,1,4,1,1,1,0.33,0.66,963.7549978102,958.2443752515999,969.6770478634,976.3737952092,989.96570066,986.8432504248,989.5144805665999,993.3640263584,1006.1241782714,999.8592213714,997.2207932072,964.494867824,False,0.03472438064968733
56,10,0.01,10,3600,1.0,0.05,1,4,1,1,1,0.33,0.66,959.0971973168,969.2576465927999,974.5993966024,985.0847843566,981.5130796691999,980.4581020086,982.2918002434001,977.090466164,970.6559032519999,973.7745768338,973.109653323,954.140951168,False,0.014610047913185062
57,10,0.01,10,3600,0.0,0.05,1,4,1,1,2,0.33,0.66,963.7549978102,971.1406730676001,969.6898492788001,974.3802302603999,989.3369408552,1001.3836189678001,993.5708523084,990.5175859991999,982.2902034123999,978.8497258586,973.8802467972,952.639805584,False,0.010506040445970283
58,10,0.01,10,3600,1.0,0.05,1,4,1,1,2,0.33,0.66,967.6408842694,977.0894089684,972.0023729970001,978.252897662,974.7291817526,980.3008983940001,972.1332647768,975.7536182348,986.2711246322,988.042719416,991.0277855552,975.2549409979999,False,0.02416898837780909
59,10,0.01,10,3600,0.0,0.05,1,4,1,1,10,0.33,0.66,963.7549978102,965.4892084826,970.657876147,967.4906705588,985.4398430442001,983.1931259858,996.5786696406,1001.9275329242,1002.7193778478,997.8012011772,995.1949530406,966.028918556,False,0.03262235246700291
60,10,0.01,10,3600,1.0,0.05,1,4,1,1,10,0.33,0.66,963.7549978102,965.3395172936,971.0919662665999,980.2155956724,980.5920175796,1007.3849986655999,1001.7364167024,1002.5742595108001,1001.7710328442001,996.5314246186001,992.283284434,968.989520908,False,0.02960118151254278
61,10,0.01,10,3600,0.0,0.05,1,4,1,1,1,0.66,0.33,966.7952496493999,973.3273275648,978.5735326024,982.2810974496,979.7003900652,981.7606109372,994.7860050754,995.808711596,982.4002203694001,983.344588675,986.8592082212001,978.506672978,False,0.020753058705114874
62,10,0.01,10,3600,1.0,0.05,1,4,1,1,1,0.66,0.33,967.6408842694,969.7494526144001,969.4928279118,975.0191837164,988.5638410245999,982.9906164875999,982.9928914728,985.6920900028001,978.407408626,975.0184656114001,972.8313206936,949.666306958,False,0.005364011079501837
63,10,0.01,10,3600,0.0,0.05,1,4,1,1,2,0.66,0.33,957.615163015,964.8744855186,981.6401342478,989.6723524806,992.3685436066,983.9016179906,988.1365060052,991.187653185,992.3906520704,987.7606644233999,990.7292255586001,975.262048986,False,0.03457971826526037
64,10,0.01,10,3600,1.0,0.05,1,4,1,1,2,0.66,0.33,959.0971973168,960.229824844,951.173933249,964.4624936568,967.5787802248,966.6937389638,970.4942109322001,960.9951074156,962.0298004966,964.8507295568,968.7782609384,951.309813334,False,0.010093933804294278
65,10,0.01,10,3600,0.0,0.05,1,4,1,1,10,0.66,0.33,957.615163015,955.4636514852,962.7018085174001,970.1036929387999,980.3538637196,975.877815145,984.0610114784,985.2931885301999,995.3475212802001,991.9393857774,995.4626271221999,981.51369681,False,0.039522624086317945
66,10,0.01,10,3600,1.0,0.05,1,4,1,1,10,0.66,0.33,963.7549978102,965.3395172936,971.0919662665999,980.2155956724,980.5920175796,1007.3849986655999,1001.7364167024,1002.5742595108001,1001.7710328442001,996.5314246186001,992.283284434,968.989520908,False,0.02960118151254278
67,10,0.01,10,3600,0.0,0.05,1,4,1,1,1,0.66,0.66,963.7549978102,958.2443752515999,969.6770478634,976.3737952092,989.96570066,986.8432504248,989.5144805665999,993.3640263584,1006.1241782714,999.8592213714,997.2207932072,964.494867824,False,0.03472438064968733
68,10,0.01,10,3600,1.0,0.05,1,4,1,1,1,0.66,0.66,963.7549978102,958.1506247466001,970.0638625304,978.9369665812001,974.3661687833999,978.351722189,973.2427960090001,977.8880800452,988.6114251746,993.2653378299999,989.1514051301999,961.54243657,False,0.02635151815316592
69,10,0.01,10,3600,0.0,0.05,1,4,1,1,2,0.66,0.66,963.7549978102,971.1406730676001,969.6898492788001,974.3802302603999,989.3369408552,1001.3836189678001,993.5708523084,990.5175859991999,982.2902034123999,978.8497258586,973.8802467972,952.639805584,False,0.010506040445970283
70,10,0.01,10,3600,1.0,0.05,1,4,1,1,2,0.66,0.66,959.0971973168,960.229824844,951.173933249,964.4624936568,967.5787802248,966.6937389638,970.4942109322001,960.9951074156,962.0298004966,964.8507295568,968.7782609384,951.309813334,False,0.010093933804294278
71,10,0.01,10,3600,0.0,0.05,1,4,1,1,10,0.66,0.66,957.615163015,955.4636514852,962.7018085174001,970.1036929387999,980.3538637196,975.877815145,984.0610114784,985.2931885301999,995.3475212802001,991.9393857774,995.4626271221999,981.51369681,False,0.039522624086317945
72,10,0.01,10,3600,1.0,0.05,1,4,1,1,10,0.66,0.66,966.7952496493999,964.412791662,965.3552046076,969.688766172,976.4781640816,976.8130575362,969.6690063427999,975.3073086856,978.1794954052,980.1400901815999,990.3162503478001,962.926079708,False,0.024328833542500167
73,10,0.01,10,3600,0.0,0.05,2,1,1,1,1,0.33,0.33,963.3482937276,965.128293864,965.3672814852,979.1152401294,982.6538751016,981.9494928284,992.1746908368001,988.5979990973999,989.427360938,982.1146534843999,979.9903231154,961.31203539,False,0.017275194751635442
74,10,0.01,10,3600,1.0,0.05,2,1,1,1,1,0.33,0.33,987.2305338837999,983.7651473118,974.6008195214001,980.7088860243999,979.9842789748,989.127523693,997.3220493925999,995.8347845676001,997.5463722544,990.425279587,986.1451326372,973.837467682,True,-0.0010994405150029803
75,10,0.01,10,3600,0.0,0.05,2,1,1,1,2,0.33,0.33,973.1783104108001,968.8898984266,972.4261720374,982.4566647149999,989.7656349115999,989.464416408,1001.570756453,998.8877435234001,1001.5393036732,1003.3601430557999,1004.0915740622,978.121948502,False,0.0317652616387954
76,10,0.01,10,3600,1.0,0.05,2,1,1,1,2,0.33,0.33,987.2305338837999,990.3859256582,982.3538233503999,983.2526657502,981.9902851756,982.0444202704,971.8787353150001,970.996322641,970.79885304,976.8774471295999,978.5091000164,964.415872272,True,-0.008834242426730353
77,10,0.01,10,3600,0.0,0.05,2,1,1,1,10,0.33,0.33,965.9787382226001,971.708618763,972.4455098856,979.6078809925999,980.0428745056,984.7688430842,989.1691419836,991.7120454348,997.9604946342,992.4765082748002,988.2294175131999,955.725887126,False,0.023034336481919916
78,10,0.01,10,3600,1.0,0.05,2,1,1,1,10,0.33,0.33,965.9787382226001,971.5113436752001,971.3970423848001,978.2376900441999,986.1654071904001,1004.0916049351999,998.1075300975999,1007.9800794016,999.2786713854,988.6608220188,979.1017435524,959.488457666,False,0.01358519065745296
79,10,0.01,10,3600,0.0,0.05,2,1,1,1,1,0.33,0.66,965.9787382226001,966.8401235573999,975.0525402139999,984.7010946428,991.3778230350001,989.9323940869999,995.96692528,1000.3219079224,1001.5185444936,997.3938477887999,977.8769642198,962.024477002,False,0.012317275242613144
80,10,0.01,10,3600,1.0,0.05,2,1,1,1,1,0.33,0.66,973.1783104108001,969.3241051418001,967.0512350378,969.0243904918,981.8873792586,978.8529520874001,987.8409496736,976.8456088602001,991.6670742392,996.542635659,1000.6341951480001,974.095459162,False,0.028212594180824127
81,10,0.01,10,3600,0.0,0.05,2,1,1,1,2,0.33,0.66,963.3482937276,956.3698255011999,965.316539396,972.7276199153999,968.6862108904,972.474681697,979.6052956113999,984.2194401564,976.995221412,973.0838922761999,976.0100919696,954.039106272,False,0.01314353108262247
82,10,0.01,10,3600,1.0,0.05,2,1,1,1,2,0.33,0.66,987.2305338837999,990.3859256582,982.3538233503999,983.2526657502,981.9902851756,982.0444202704,971.8787353150001,970.996322641,970.79885304,976.8774471295999,978.5091000164,964.415872272,True,-0.008834242426730353
83,10,0.01,10,3600,0.0,0.05,2,1,1,1,10,0.33,0.66,965.9787382226001,971.708618763,972.4455098856,979.6078809925999,980.0428745056,984.7688430842,989.1691419836,991.7120454348,997.9604946342,992.4765082748002,988.2294175131999,955.725887126,False,0.023034336481919916
84,10,0.01,10,3600,1.0,0.05,2,1,1,1,10,0.33,0.66,963.3482937276,963.5815749822001,964.7928761912001,968.41866556,973.9156042712,997.9397046164,990.6981429006,993.8796945445999,996.878014334,1000.902402907,1002.6605511914,963.009624668,False,0.040807938021755745
85,10,0.01,10,3600,0.0,0.05,2,1,1,1,1,0.66,0.33,965.9787382226001,966.8401235573999,975.0525402139999,984.7010946428,991.3778230350001,989.9323940869999,995.96692528,1000.3219079224,1001.5185444936,997.3938477887999,977.8769642198,962.024477002,False,0.012317275242613144
86,10,0.01,10,3600,1.0,0.05,2,1,1,1,1,0.66,0.33,973.1783104108001,969.3241051418001,967.0512350378,969.0243904918,981.8873792586,978.8529520874001,987.8409496736,976.8456088602001,991.6670742392,996.542635659,1000.6341951480001,974.095459162,False,0.028212594180824127
87,10,0.01,10,3600,0.0,0.05,2,1,1,1,2,0.66,0.33,965.9787382226001,966.3709615765999,967.0373887856,974.8182192124001,976.5082797476,977.6338538550001,981.9216685664,982.2512541848,977.9462199068,988.1237400102,989.2232216079999,938.928026868,False,0.02406314183288302
88,10,0.01,10,3600,1.0,0.05,2,1,1,1,2,0.66,0.33,963.3482937276,956.2943653865999,967.7827602776,979.310664849,984.1340820056,977.7102998246,974.2428777061999,975.6384623261999,975.9495417063999,976.0341950526001,979.4516853658,964.942371722,False,0.016716063902380767
89,10,0.01,10,3600,0.0,0.05,2,1,1,1,10,0.66,0.33,965.9787382226001,971.708618763,972.4455098856,979.6078809925999,980.0428745056,984.7688430842,989.1691419836,991.7120454348,997.9604946342,992.4765082748002,988.2294175131999,955.725887126,False,0.023034336481919916
90,10,0.01,10,3600,1.0,0.05,2,1,1,1,10,0.66,0.33,974.8384379704,977.0568145281999,976.3904142672,987.0747029634,987.2158484539999,988.4697717582,986.6219179338001,981.5292398096001,979.0446664581999,982.5061722928,984.9902408199999,977.551530962,False,0.010413831106963544
91,10,0.01,10,3600,0.0,0.05,2,1,1,1,1,0.66,0.66,963.3482937276,965.128293864,965.3672814852,979.1152401294,982.6538751016,981.9494928284,992.1746908368001,988.5979990973999,989.427360938,982.1146534843999,979.9903231154,961.31203539,False,0.017275194751635442
92,10,0.01,10,3600,1.0,0.05,2,1,1,1,1,0.66,0.66,987.2305338837999,983.7651473118,974.6008195214001,980.7088860243999,979.9842789748,989.127523693,997.3220493925999,995.8347845676001,997.5463722544,990.425279587,986.1451326372,973.837467682,True,-0.0010994405150029803
93,10,0.01,10,3600,0.0,0.05,2,1,1,1,2,0.66,0.66,987.2305338837999,990.6188198473999,982.0962774761999,991.9297411464,992.1217444934,985.5389458028,984.2067676467999,983.181862522,985.5211510885999,981.5576681532,985.2900142415999,964.81094363,True,-0.001965619554498511
94,10,0.01,10,3600,1.0,0.05,2,1,1,1,2,0.66,0.66,965.9787382226001,966.1116213183999,967.5715214454,969.5263662734,986.776479877,993.620948003,986.6872456834001,991.6467639717999,1007.2119613988,1001.244204489,1001.6820485986,968.72483643,False,0.03696076214026608
95,10,0.01,10,3600,0.0,0.05,2,1,1,1,10,0.66,0.66,965.9787382226001,971.708618763,972.4455098856,979.6078809925999,980.0428745056,984.7688430842,989.1691419836,991.7120454348,997.9604946342,992.4765082748002,988.2294175131999,955.725887126,False,0.023034336481919916
96,10,0.01,10,3600,1.0,0.05,2,1,1,1,10,0.66,0.66,965.9787382226001,971.5113436752001,971.3970423848001,978.2376900441999,986.1654071904001,1004.0916049351999,998.1075300975999,1007.9800794016,999.2786713854,988.6608220188,979.1017435524,959.488457666,False,0.01358519065745296
97,10,0.01,10,3600,0.0,0.05,2,2,1,1,1,0.33,0.33,961.0656039136,976.2727540251999,967.1366064498,974.3089863008001,974.5540939447999,972.6716740784001,975.272428388,976.9203969345999,973.484984965,977.8155697998,974.3090877922001,944.25856564,False,0.013779999850864241
98,10,0.01,10,3600,1.0,0.05,2,2,1,1,1,0.33,0.33,970.3373429984,971.5937692838,975.2378466644001,974.7119423074,978.0720710362,977.3839674958001,983.1381217882001,992.3695532182,997.0364653122,989.2224248442001,982.1910474665999,955.918875258,False,0.012216065426866143
99,10,0.01,10,3600,0.0,0.05,2,2,1,1,2,0.33,0.33,961.0656039136,964.1365354254,970.3082352601999,968.7253102072,973.8210649876,984.6924126567999,982.5629751528,983.323541685,986.9620637722,990.0236226434001,997.0079761252,982.954351472,False,0.037398458612229436
100,10,0.01,10,3600,1.0,0.05,2,2,1,1,2,0.33,0.33,965.888061409,963.3220928267999,972.9051477144,982.0284583892001,977.7597658928,979.6356446072001,988.4477088246,999.1579723392,996.3864578444,989.186304446,987.1926949214,963.903000816,False,0.022057041973706133
101,10,0.01,10,3600,0.0,0.05,2,2,1,1,10,0.33,0.33,957.7166273554,955.6851251390001,969.4346705388,975.4472145133999,988.3257678348,1000.1512495978001,1007.8366647718,1001.760730321,998.3255292962,993.2272631046001,991.6220006694,958.284362658,False,0.03540230204379448
102,10,0.01,10,3600,1.0,0.05,2,2,1,1,10,0.33,0.33,957.7166273554,955.6594600978,968.0939322292,978.9372576992,976.0696392555999,978.4505787976001,989.1471797931999,984.6797273614,989.9716599288,987.2784232182,991.3946866098,972.241979636,False,0.035164952024898326
103,10,0.01,10,3600,0.0,0.05,2,2,1,1,1,0.33,0.66,965.888061409,958.1109199774,961.1040755792001,978.4907993776,977.8942726854,982.7532536152,993.1251517462,980.7381425035999,985.6976076648,995.9944006558001,993.5195425722001,975.806809406,False,0.028607332740910315
104,10,0.01,10,3600,1.0,0.05,2,2,1,1,1,0.33,0.66,970.3373429984,971.5937692838,975.2378466644001,974.7119423074,978.0720710362,977.3839674958001,983.1381217882001,992.3695532182,997.0364653122,989.2224248442001,982.1910474665999,955.918875258,False,0.012216065426866143
105,10,0.01,10,3600,0.0,0.05,2,2,1,1,2,0.33,0.66,961.0656039136,964.1365354254,970.3082352601999,968.7253102072,973.8210649876,984.6924126567999,982.5629751528,983.323541685,986.9620637722,990.0236226434001,997.0079761252,982.954351472,False,0.037398458612229436
106,10,0.01,10,3600,1.0,0.05,2,2,1,1,2,0.33,0.66,961.0656039136,963.887864377,968.0259015792001,969.7778507184,995.8060076154001,996.3366483622,988.0354718038,983.4042965532001,977.4426235335999,978.3789619172,967.9916597668,942.765685504,False,0.007206642111627088
107,10,0.01,10,3600,0.0,0.05,2,2,1,1,10,0.33,0.66,957.7166273554,955.6851251390001,969.4346705388,975.4472145133999,988.3257678348,1000.1512495978001,1007.8366647718,1001.760730321,998.3255292962,993.2272631046001,991.6220006694,958.284362658,False,0.03540230204379448
108,10,0.01,10,3600,1.0,0.05,2,2,1,1,10,0.33,0.66,980.0482749253999,980.9931431534,982.8165458438,982.1337630692,982.1108854402,991.7276201504001,987.8601832075999,1002.0815150434,1001.2054004921999,996.7191993744,998.3159304678,986.232311542,False,0.018639546652730467
109,10,0.01,10,3600,0.0,0.05,2,2,1,1,1,0.66,0.33,965.888061409,958.1109199774,961.1040755792001,978.4907993776,977.8942726854,982.7532536152,993.1251517462,980.7381425035999,985.6976076648,995.9944006558001,993.5195425722001,975.806809406,False,0.028607332740910315
110,10,0.01,10,3600,1.0,0.05,2,2,1,1,1,0.66,0.33,961.0656039136,976.3302796024,969.8627059,979.9452637640001,982.111438067,978.8191687689999,986.8954439256,990.0540752338,999.8981780903999,998.002086101,999.73861186,955.112176438,False,0.040239717027555556
111,10,0.01,10,3600,0.0,0.05,2,2,1,1,2,0.66,0.33,961.0656039136,964.1365354254,970.3082352601999,968.7253102072,973.8210649876,984.6924126567999,982.5629751528,983.323541685,986.9620637722,990.0236226434001,997.0079761252,982.954351472,False,0.037398458612229436
112,10,0.01,10,3600,1.0,0.05,2,2,1,1,2,0.66,0.33,957.7166273554,962.2153524199999,961.5441733402,977.5529897726001,984.1693033012,969.6562778122,981.8946545512001,984.541017616,1000.03158358,999.2026378222001,988.1201805200001,939.431940742,False,0.031745875863673015
113,10,0.01,10,3600,0.0,0.05,2,2,1,1,10,0.66,0.33,965.888061409,961.5949236294,971.1117407842,980.967718312,987.4591120769999,995.4286087512,997.5156303422,998.0773331370001,1005.3010660140001,1009.7478253830001,1018.1675012292001,968.862585592,False,0.05412577493083087
114,10,0.01,10,3600,1.0,0.05,2,2,1,1,10,0.66,0.33,961.0656039136,974.6481239292,983.0079517452001,984.801564625,982.3616945424001,978.6957431032,985.3438932412,995.7254436554,986.7014122472001,980.9332054036,972.2784823203999,940.187652212,False,0.011667131110654143
115,10,0.01,10,3600,0.0,0.05,2,2,1,1,1,0.66,0.66,961.0656039136,976.2727540251999,967.1366064498,974.3089863008001,974.5540939447999,972.6716740784001,975.272428388,976.9203969345999,973.484984965,977.8155697998,974.3090877922001,944.25856564,False,0.013779999850864241
116,10,0.01,10,3600,1.0,0.05,2,2,1,1,1,0.66,0.66,957.7166273554,961.4073927453999,962.8974331740001,974.2018130196,977.2163841027999,975.2653718746,973.7444446112,972.8264968261999,975.0059808382,966.1623844226,968.8836959,957.619459102,False,0.011660096761018287
117,10,0.01,10,3600,0.0,0.05,2,2,1,1,2,0.66,0.66,970.3373429984,975.2201414021999,977.4526471154,978.1037771782,989.305664754,992.13769402,991.8938648478,993.1536588495999,993.6400589066,986.2109594574,992.3009673006,971.581130296,False,0.022635039721681783
118,10,0.01,10,3600,1.0,0.05,2,2,1,1,2,0.66,0.66,965.888061409,963.3220928267999,972.9051477144,982.0284583892001,977.7597658928,979.6356446072001,988.4477088246,999.1579723392,996.3864578444,989.186304446,987.1926949214,963.903000816,False,0.022057041973706133
119,10,0.01,10,3600,0.0,0.05,2,2,1,1,10,0.66,0.66,965.888061409,961.5949236294,971.1117407842,980.967718312,987.4591120769999,995.4286087512,997.5156303422,998.0773331370001,1005.3010660140001,1009.7478253830001,1018.1675012292001,968.862585592,False,0.05412577493083087
120,10,0.01,10,3600,1.0,0.05,2,2,1,1,10,0.66,0.66,957.7166273554,955.6594600978,968.0939322292,978.9372576992,976.0696392555999,978.4505787976001,989.1471797931999,984.6797273614,989.9716599288,987.2784232182,991.3946866098,972.241979636,False,0.035164952024898326
121,10,0.01,10,3600,0.0,0.05,2,4,1,1,1,0.33,0.33,963.3543285747999,962.4919187876,962.1894745908,974.0503788407999,975.1381952166,973.5942509070001,980.2550859432,970.179003536,981.3710242566,980.3286644277999,976.0570275204,963.066813844,False,0.01318590529861703
122,10,0.01,10,3600,1.0,0.05,2,4,1,1,1,0.33,0.33,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
123,10,0.01,10,3600,0.0,0.05,2,4,1,1,2,0.33,0.33,968.1175638651999,968.6268808734,967.0841949276,964.7517163934001,967.9144089846001,975.7655337138,979.2117164586,986.0850680138001,984.6533494986,980.2004560052001,986.940849007,958.830315546,False,0.019443181122185484
124,10,0.01,10,3600,1.0,0.05,2,4,1,1,2,0.33,0.33,967.492630554,965.0360169576,969.6910985842,972.9960213861999,968.9152259758,984.364191731,1002.0321391138001,998.3567665070001,998.4590329914001,1007.6783213954001,1013.4154315268,974.888463312,False,0.04746578890890773
125,10,0.01,10,3600,0.0,0.05,2,4,1,1,10,0.33,0.33,967.492630554,970.8774123134001,969.0618613557999,968.3151801962,974.1437767887999,983.054082978,983.9115080285999,980.1588924596001,971.9655417864,973.0216554298,972.2817103773999,951.449301908,False,0.00494999100991354
126,10,0.01,10,3600,1.0,0.05,2,4,1,1,10,0.33,0.33,966.3101829323999,970.7334079918,969.0738582142,979.0908256868,995.4051827999999,1011.2732094196001,1018.0355212505999,1013.5962198745999,1004.5632137810001,1003.8116433491999,995.6619031583999,971.155763018,False,0.030375050107542285
127,10,0.01,10,3600,0.0,0.05,2,4,1,1,1,0.33,0.66,963.3543285747999,962.4919187876,962.1894745908,974.0503788407999,975.1381952166,973.5942509070001,980.2550859432,970.179003536,981.3710242566,980.3286644277999,976.0570275204,963.066813844,False,0.01318590529861703
128,10,0.01,10,3600,1.0,0.05,2,4,1,1,1,0.33,0.66,967.492630554,970.7807212346,978.6586720014,981.1582763536001,987.2546513028001,986.5714654596001,983.7350948323999,977.7732545938001,976.1001144138002,974.6342943719999,979.6381118318001,966.053519818,False,0.012553564641464383
129,10,0.01,10,3600,0.0,0.05,2,4,1,1,2,0.33,0.66,968.1175638651999,968.6268808734,967.0841949276,964.7517163934001,967.9144089846001,975.7655337138,979.2117164586,986.0850680138001,984.6533494986,980.2004560052001,986.940849007,958.830315546,False,0.019443181122185484
130,10,0.01,10,3600,1.0,0.05,2,4,1,1,2,0.33,0.66,971.9942776136,968.4918429212,969.5542994902,975.6214247954,976.2869346132,982.7100672557999,971.4515843470001,978.0506630543999,977.1310482554,975.6829684279999,973.7845868627999,959.648362306,False,0.001841892787265492
131,10,0.01,10,3600,0.0,0.05,2,4,1,1,10,0.33,0.66,967.492630554,970.8774123134001,969.0618613557999,968.3151801962,974.1437767887999,983.054082978,983.9115080285999,980.1588924596001,971.9655417864,973.0216554298,972.2817103773999,951.449301908,False,0.00494999100991354
132,10,0.01,10,3600,1.0,0.05,2,4,1,1,10,0.33,0.66,963.3543285747999,958.818463097,972.193375346,982.9856987777999,982.4878093384001,980.7126005522001,988.2115102527999,998.0365187442,991.4531773962001,988.7571597122,988.425666313,965.781589918,False,0.026025042909487928
133,10,0.01,10,3600,0.0,0.05,2,4,1,1,1,0.66,0.33,968.1175638651999,967.1298487402,966.9938859968,984.2478608253999,977.2998807390001,991.8399045166,1011.173570446,1007.9102366552,1011.0184271934,1001.4347114422001,994.887122378,954.906904698,False,0.027651144356810153
134,10,0.01,10,3600,1.0,0.05,2,4,1,1,1,0.66,0.33,971.9942776136,974.5755249481999,973.7751169314,972.1857086366001,976.3656050002,984.1638676972001,980.6130429627999,983.4506119004,987.6476037004,976.735656298,982.3161706581999,963.372930064,False,0.010619294045579908
135,10,0.01,10,3600,0.0,0.05,2,4,1,1,2,0.66,0.33,967.492630554,965.1307999196,969.2478613597999,973.7197557932001,983.0803267668,970.1012373034,981.2223916904001,992.7331067374,1004.5906710412,1010.5052990702001,1010.4856601596,990.343919168,False,0.04443757838339458
136,10,0.01,10,3600,1.0,0.05,2,4,1,1,2,0.66,0.33,968.1175638651999,968.472664779,965.1404548978,965.8631109841999,966.4662696968,973.2062240335999,992.6109061249999,990.7077363648001,981.3925661562,980.2862353124001,987.0097211946,954.465703784,False,0.019514321436307127
137,10,0.01,10,3600,0.0,0.05,2,4,1,1,10,0.66,0.33,963.3543285747999,958.7711321718,971.3792973038001,977.844732734,977.1672758432,990.4705718294001,994.9904944214001,999.0523602848,993.3804395564,989.26533041,994.3181618364,963.394118328,False,0.032141686961025526
138,10,0.01,10,3600,1.0,0.05,2,4,1,1,10,0.66,0.33,971.9942776136,970.4193391688001,966.202806604,971.6451630396001,971.7499826682,974.9613856398,975.135661866,984.0481826458001,987.2626082532,975.3385715214001,971.6632942297999,939.402903614,True,-0.00034051988928652285
139,10,0.01,10,3600,0.0,0.05,2,4,1,1,1,0.66,0.66,967.492630554,970.6943772314,978.7825436384,987.7285166457999,975.5833754316,988.6810468502001,991.6583115679999,991.9021663906,992.7588925489999,987.0922167314,991.8735878391999,977.425791424,False,0.025200147799822516
